Ghi chu:,Water Level (m)- Muc nuoc; Rainfall (mm)-Luong mua; ,,,,,
8/11/2020 7:00,0,0,0,7,1.08,0.65
8/11/2020 8:00,0,0,0,6.99,1.07,0.64
8/11/2020 9:00,0,0,0,6.98,1.06,0.6
8/11/2020 10:00,0,0,0,6.97,1.06,0.59
8/11/2020 11:00,0,0,0,6.96,1.05,0.53
8/11/2020 12:00,0,0,0,6.95,1.04,0.5
8/11/2020 13:00,0,0,0,6.94,1.04,0.47
8/11/2020 14:00,0,0,0,6.93,1.04,0.45
8/11/2020 15:00,0,0,0,6.92,1.03,0.42
8/11/2020 16:00,0,0,0,6.91,1.03,0.37
8/11/2020 17:00,0,0,0,6.91,1.03,0.27
8/11/2020 18:00,0,0,0,6.9,1.03,0.14
8/11/2020 19:00,0,0,0,6.89,1.03,0
8/11/2020 20:00,0,0,0,6.88,1.03,-0.12
8/11/2020 21:00,0,0,0,6.88,1.03,-0.21
8/11/2020 22:00,0,0,0,6.87,1.02,-0.24
8/11/2020 23:00,0,0,0,6.86,1.02,-0.2
9/11/2020 0:00,0,0,0,6.86,1.02,-0.15
9/11/2020 1:00,0,0,0,6.85,1.01,-0.05
9/11/2020 2:00,0,0,0,6.84,1,0.12
9/11/2020 3:00,0,0,0,6.84,0.99,0.28
9/11/2020 4:00,0,0,0,6.83,0.99,0.48
9/11/2020 5:00,0,0,0,6.83,0.98,0.62
9/11/2020 6:00,0,0,0,6.82,0.97,0.77
9/11/2020 7:00,0,0,0,6.82,0.97,0.85
9/11/2020 8:00,0,0,0,6.82,0.97,0.87
9/11/2020 9:00,0,0,0,6.81,0.97,0.86
9/11/2020 10:00,0,0,0,6.8,0.98,0.85
9/11/2020 11:00,0,0,0,6.8,0.98,0.8
9/11/2020 12:00,0,0,0,6.79,0.99,0.76
9/11/2020 13:00,0,0,0,6.79,0.99,0.76
9/11/2020 14:00,0,0,0,6.79,0.99,0.74
9/11/2020 15:00,0,0,0,6.78,0.99,0.73
9/11/2020 16:00,0,0,0,6.78,0.99,0.67
9/11/2020 17:00,0,0,0,6.77,0.99,0.61
9/11/2020 18:00,0,0,0,6.77,0.98,0.5
9/11/2020 19:00,0,0,0,6.76,0.98,0.4
9/11/2020 20:00,0,0,0,6.75,0.98,0.32
9/11/2020 21:00,0,0,0,6.75,0.97,0.19
9/11/2020 22:00,0,0,0,6.74,0.97,0.13
9/11/2020 23:00,0,0,0,6.73,0.96,0.1
10/11/2020 0:00,0,0,0,6.73,0.96,0.11
10/11/2020 1:00,0,0,0,6.72,0.95,0.18
10/11/2020 2:00,0.2,0,0,6.71,0.94,0.32
10/11/2020 3:00,1.4,0.6,0,6.71,0.93,0.44
10/11/2020 4:00,1.6,1.2,0,6.71,0.92,0.6
10/11/2020 5:00,2.2,1.4,0.6,6.71,0.92,0.77
10/11/2020 6:00,3.2,3.2,0,6.71,0.92,0.92
10/11/2020 7:00,1.8,2.6,0,6.71,0.92,1.02
10/11/2020 8:00,3.8,3.4,0.2,6.72,0.93,1.07
10/11/2020 9:00,8.2,5.2,2,6.73,0.95,1.09
10/11/2020 10:00,8.4,4.6,1.6,6.75,0.96,1.07
10/11/2020 11:00,6.4,4.4,1.2,6.79,0.99,1.07
10/11/2020 12:00,6.2,2,2.6,6.86,1.01,1.04
10/11/2020 13:00,1.6,0,5,6.95,1.03,0.94
10/11/2020 14:00,2.8,0.8,0,7.07,1.05,0.9
10/11/2020 15:00,1,0.8,0,7.2,1.07,0.85
10/11/2020 16:00,4.4,2,0.2,7.33,1.08,0.82
10/11/2020 17:00,3,0.8,0.8,7.43,1.1,0.77
10/11/2020 18:00,2.8,1.2,0.2,7.5,1.12,0.7
10/11/2020 19:00,3.4,2.4,0.4,7.52,1.13,0.67
10/11/2020 20:00,7.6,6,2,7.48,1.14,0.57
10/11/2020 21:00,10.4,9.2,8.6,7.43,1.16,0.49
10/11/2020 22:00,4.8,0.8,0.8,7.38,1.17,0.36
10/11/2020 23:00,7.8,3.4,0.6,7.38,1.18,0.34
11/11/2020 0:00,2.6,1.2,3.8,7.41,1.19,0.3
11/11/2020 1:00,1.4,0,3.8,7.47,1.2,0.28
11/11/2020 2:00,1.6,0.2,0.6,7.54,1.2,0.33
11/11/2020 3:00,5.4,2.2,4,7.64,1.21,0.43
11/11/2020 4:00,11.6,6.6,2.6,7.79,1.23,0.49
11/11/2020 5:00,13.2,10,5.8,7.98,1.26,0.65
11/11/2020 6:00,8.8,7,6.2,8.19,1.31,0.85
11/11/2020 7:00,8.8,4.6,8.4,8.36,1.37,0.95
11/11/2020 8:00,9.8,5.2,7.8,8.46,1.44,1.07
11/11/2020 9:00,9,4.6,9.6,8.55,1.51,1.13
11/11/2020 10:00,9.4,7.4,4.4,8.67,1.59,1.13
11/11/2020 11:00,9.4,10.4,1.8,8.81,1.66,1.08
11/11/2020 12:00,5.4,6,2,8.92,1.73,1.06
11/11/2020 13:00,5,4.4,2.2,8.99,1.8,1.03
11/11/2020 14:00,4.8,2.8,1.2,9.01,1.86,0.94
11/11/2020 15:00,1.6,1.2,0,8.97,1.91,0.86
11/11/2020 16:00,0.4,0.8,0.2,8.85,1.93,0.8
11/11/2020 17:00,1,1.6,0.2,8.69,1.93,0.76
11/11/2020 18:00,1.2,1.4,0.2,8.52,1.91,0.77
11/11/2020 19:00,1.6,2.2,0,8.37,1.89,0.72
11/11/2020 20:00,0.6,0.8,0.4,8.24,1.88,0.66
11/11/2020 21:00,1,0.8,0.2,8.12,1.87,0.57
11/11/2020 22:00,0.6,0.4,0,8.02,1.86,0.47
11/11/2020 23:00,0.6,0.4,0,7.94,1.85,0.38
12/11/2020 0:00,3.4,4.8,0.8,7.89,1.83,0.25
12/11/2020 1:00,2.6,4,1.2,7.85,1.82,0.15
12/11/2020 2:00,1,1.8,0.4,7.81,1.81,0.12
12/11/2020 3:00,0.4,0.2,1.2,7.78,1.8,0.15
12/11/2020 4:00,0.6,0.4,0,7.76,1.8,0.21
12/11/2020 5:00,0.6,0.2,0,7.77,1.8,0.32
12/11/2020 6:00,0,0,0,7.79,1.8,0.46
12/11/2020 7:00,0,0,0,7.81,1.8,0.62
12/11/2020 8:00,0,0.2,0,7.83,1.8,0.75
12/11/2020 9:00,0,0,0,7.83,1.8,0.87
12/11/2020 10:00,0,0,0,7.81,1.8,0.94
12/11/2020 11:00,0,0,0,7.77,1.8,0.93
12/11/2020 12:00,0,0,0,7.72,1.79,0.9
12/11/2020 13:00,0,0,0,7.67,1.79,0.8
12/11/2020 14:00,0,0,0,7.62,1.79,0.76
12/11/2020 15:00,0,0,0,7.58,1.78,0.71
12/11/2020 16:00,0,0,0,7.54,1.78,0.69
12/11/2020 17:00,0,0,0,7.51,1.77,0.66
12/11/2020 18:00,0,0,0,7.48,1.77,0.69
12/11/2020 19:00,0,0,0,7.46,1.76,0.7
12/11/2020 20:00,0,0,0,7.44,1.75,0.7
12/11/2020 21:00,0,0,0,7.41,1.74,0.65
12/11/2020 22:00,0,0,0,7.39,1.73,0.6
12/11/2020 23:00,0,0,0,7.37,1.72,0.49
13/11/2020 00:00,0,0,0,7.34,1.71,0.34
13/11/2020 01:00,0,0,0,7.32,1.7,0.19
13/11/2020 02:00,0,0,0,7.3,1.69,0.07
13/11/2020 03:00,0,0,0,7.28,1.68,-0.03
13/11/2020 04:00,0,0,0,7.27,1.66,-0.03
13/11/2020 05:00,0,0,0,7.26,1.65,0.02
13/11/2020 06:00,0,0,0,7.24,1.64,0.11
13/11/2020 07:00,0,0,0,7.23,1.63,0.31
13/11/2020 08:00,0,0,0,7.22,1.62,0.47
13/11/2020 09:00,0,0,0,7.2,1.61,0.58
13/11/2020 10:00,0,0,0,7.19,1.61,0.7
13/11/2020 11:00,0,0,0,7.18,1.6,0.74
13/11/2020 12:00,0,0,0,7.16,1.59,0.72
13/11/2020 13:00,0,0,0,7.15,1.58,0.65
13/11/2020 14:00,0,0,0,7.14,1.57,0.52
13/11/2020 15:00,0,0,0,7.12,1.56,0.45
13/11/2020 16:00,0,0,0,7.11,1.55,0.43
13/11/2020 17:00,0,0,0,7.09,1.53,0.4
13/11/2020 18:00,0,0,0,7.08,1.52,0.48
13/11/2020 19:00,0,0,0,7.07,1.51,0.58
13/11/2020 20:00,0,0,0,7.06,1.5,0.69
13/11/2020 21:00,0,0,0,7.05,1.49,0.76
13/11/2020 22:00,0,0,0,7.04,1.48,0.84
13/11/2020 23:00,0,0,0,7.04,1.48,0.78
14/11/2020 00:00,0,0,0,7.03,1.47,0.69
14/11/2020 01:00,0,0,0,7.02,1.46,0.58
14/11/2020 02:00,0,0,0,7.01,1.45,0.39
14/11/2020 03:00,0,0,0,7,1.44,0.25
14/11/2020 04:00,0,0,0,6.99,1.43,0.14
14/11/2020 05:00,0,0,0,6.98,1.43,0.09
14/11/2020 06:00,0,0,0,6.97,1.42,0.17
14/11/2020 07:00,0,0,0,6.96,1.41,0.35
14/11/2020 08:00,0,0,0,6.95,1.4,0.5
14/11/2020 09:00,1.4,0.6,0,6.94,1.4,0.67
14/11/2020 10:00,2.8,1.4,0,6.94,1.39,0.75
14/11/2020 11:00,0.4,0,2.4,6.93,1.39,0.82
14/11/2020 12:00,0,0,0.2,6.93,1.38,0.81
14/11/2020 13:00,0.2,0,0,6.92,1.38,0.7
14/11/2020 14:00,0,0,0.2,6.92,1.37,0.63
14/11/2020 15:00,0,0.2,0.2,6.91,1.37,0.54
14/11/2020 16:00,0.8,1,0.2,6.91,1.36,0.48
14/11/2020 17:00,1.8,1.8,1.2,6.9,1.36,0.44
14/11/2020 18:00,2,1.4,1,6.9,1.35,0.4
14/11/2020 19:00,0.2,0.4,0.8,6.89,1.35,0.56
14/11/2020 20:00,0.6,0.8,0.6,6.88,1.35,0.82
14/11/2020 21:00,0.2,0.4,0,6.88,1.35,0.97
14/11/2020 22:00,0.2,0.4,0.2,6.87,1.35,1.17
14/11/2020 23:00,1,1.6,0.4,6.87,1.35,1.34
15/11/2020 00:00,1.2,2.6,0.2,6.86,1.34,1.38
15/11/2020 01:00,1,3,1.4,6.86,1.34,1.39
15/11/2020 02:00,3.8,6.6,1.6,6.86,1.33,1.25
15/11/2020 03:00,4.8,6,5.2,6.86,1.33,1.16
15/11/2020 04:00,3.6,5.8,7.4,6.85,1.35,0.93
15/11/2020 05:00,5.6,9.6,7.6,6.84,1.39,0.82
15/11/2020 06:00,6.4,17,12.4,6.86,1.44,0.79
15/11/2020 07:00,13.2,30.8,20.2,6.92,1.5,0.95
15/11/2020 08:00,16.2,10.6,39,7.06,1.56,1.1
15/11/2020 09:00,8,14.2,28,7.25,1.61,1.17
15/11/2020 10:00,2.6,24.4,6.2,7.47,1.66,1.38
15/11/2020 11:00,0,1.2,19.2,7.7,1.7,1.44
15/11/2020 12:00,1.2,0.6,18.4,7.89,1.73,1.21
15/11/2020 13:00,3.6,2,0.2,7.98,1.76,0.9
15/11/2020 14:00,0.2,0,0,7.95,1.78,0.68
15/11/2020 15:00,0.4,0.2,0.4,7.84,1.8,0.43
15/11/2020 16:00,2.2,2,0,7.7,1.81,0.27
15/11/2020 17:00,2.2,2.6,1.2,7.58,1.81,0.17
15/11/2020 18:00,1.2,1,2.2,7.5,1.8,0.12
15/11/2020 19:00,0,0.2,1.8,7.43,1.78,0.18
15/11/2020 20:00,0,0,0.2,7.38,1.76,0.31
15/11/2020 21:00,0,0,0,7.34,1.73,0.56
15/11/2020 22:00,0,0,0,7.3,1.71,0.74
15/11/2020 23:00,0,0,0,7.27,1.7,0.86
16/11/2020 00:00,0,0,0,7.24,1.69,0.96
16/11/2020 01:00,0,0,0,7.21,1.69,1.02
16/11/2020 02:00,0,0.6,0,7.19,1.69,0.91
16/11/2020 03:00,0.4,0.6,0.2,7.16,1.69,0.76
16/11/2020 04:00,0.2,0.2,0,7.14,1.68,0.55
16/11/2020 05:00,0,0.2,0.2,7.12,1.68,0.38
16/11/2020 06:00,0.2,0.4,0.2,7.11,1.68,0.29
16/11/2020 07:00,0.2,0.2,0.4,7.09,1.67,0.23
16/11/2020 08:00,0,0,0.2,7.07,1.66,0.24
16/11/2020 09:00,0,0.4,0,7.06,1.66,0.35
16/11/2020 10:00,0,0,0,7.05,1.65,0.45
16/11/2020 11:00,0.2,0.2,0,7.03,1.64,0.52
16/11/2020 12:00,0.2,0,0,7.02,1.63,0.53
16/11/2020 13:00,0.2,0,0,7.01,1.62,0.45
16/11/2020 14:00,0,0.2,0.2,7,1.61,0.31
16/11/2020 15:00,0,0.2,0.2,6.99,1.6,0.13
16/11/2020 16:00,0,0,0,6.98,1.58,-0.05
16/11/2020 17:00,0.6,0.6,0,6.97,1.57,-0.15
16/11/2020 18:00,0.8,0.2,0.2,6.96,1.56,-0.22
16/11/2020 19:00,0.4,0,2.2,6.95,1.55,-0.18
16/11/2020 20:00,0.2,0,0,6.94,1.54,-0.06
16/11/2020 21:00,0,0,0,6.93,1.53,0.13
16/11/2020 22:00,0,0.8,0,6.92,1.52,0.4
16/11/2020 23:00,0,0.2,0,6.91,1.51,0.63
17/11/2020 00:00,0,0,0,6.91,1.51,0.8
17/11/2020 01:00,0,0,1,6.9,1.5,0.94
17/11/2020 02:00,0.2,0.4,0.2,6.89,1.49,0.99
17/11/2020 03:00,0.2,0,0.4,6.89,1.48,0.93
17/11/2020 04:00,0,0.2,0.2,6.88,1.48,0.76
17/11/2020 05:00,1,0.6,0.4,6.88,1.47,0.55
17/11/2020 06:00,0.8,0.6,0,6.87,1.46,0.36
17/11/2020 07:00,0.2,0.2,0,6.87,1.45,0.24
17/11/2020 08:00,0,0,0,6.87,1.44,0.17
17/11/2020 09:00,0.4,0.2,0,6.86,1.43,0.17
17/11/2020 10:00,0,0,0,6.86,1.42,0.26
17/11/2020 11:00,0,0,0,6.85,1.41,0.33
17/11/2020 12:00,0,0,0,6.85,1.4,0.35
17/11/2020 13:00,0,0,0,6.84,1.39,0.27
17/11/2020 14:00,0,0,0,6.83,1.38,0.17
17/11/2020 15:00,0,0,0,6.83,1.38,-0.03
17/11/2020 16:00,0,0,0,6.82,1.37,-0.23
17/11/2020 17:00,0,0,0,6.81,1.37,-0.38
17/11/2020 18:00,0,0,0,6.81,1.37,-0.47
17/11/2020 19:00,0,0,0,6.8,1.36,-0.51
17/11/2020 20:00,0,0,0,6.79,1.35,-0.45
17/11/2020 21:00,0,0,0,6.79,1.35,-0.3
17/11/2020 22:00,0,0,0,6.78,1.34,-0.02
17/11/2020 23:00,0,0,0,6.78,1.33,0.23
18/11/2020 00:00,0,0,0,6.77,1.32,0.46
18/11/2020 01:00,0,0,0.2,6.77,1.31,0.64
18/11/2020 02:00,0,0,0,6.76,1.3,0.83
18/11/2020 03:00,0,0,0,6.76,1.3,0.92
18/11/2020 04:00,0,0,0,6.75,1.29,0.9
18/11/2020 05:00,0,0,0,6.75,1.28,0.77
18/11/2020 06:00,0,0,0,6.74,1.28,0.61
18/11/2020 07:00,0,0,0,6.74,1.27,0.46
18/11/2020 08:00,0,0,0,6.74,1.26,0.38
18/11/2020 09:00,0,0,0,6.73,1.25,0.33
18/11/2020 10:00,0,0,0,6.73,1.25,0.32
18/11/2020 11:00,0,0,0,6.73,1.24,0.36
18/11/2020 12:00,0,0,0,6.72,1.23,0.39
18/11/2020 13:00,0,0,0,6.72,1.22,0.36
18/11/2020 14:00,0,0,0,6.72,1.21,0.27
18/11/2020 15:00,0,0,0,6.71,1.2,0.1
18/11/2020 16:00,0,0,0,6.71,1.19,-0.13
18/11/2020 17:00,0,0,0,6.7,1.19,-0.34
18/11/2020 18:00,0,0,0,6.69,1.18,-0.48
18/11/2020 19:00,0,0,0,6.69,1.17,-0.57
18/11/2020 20:00,0,0,0,6.69,1.16,-0.58
18/11/2020 21:00,0,0,0,6.68,1.15,-0.52
18/11/2020 22:00,0,0,0,6.68,1.15,-0.39
18/11/2020 23:00,0,0,0,6.68,1.14,-0.14
19/11/2020 00:00,0,0,0,6.67,1.13,0.08
19/11/2020 01:00,0,0,0,6.67,1.12,0.25
19/11/2020 02:00,0,0,0,6.67,1.11,0.47
19/11/2020 03:00,0,0,0,6.66,1.1,0.64
19/11/2020 04:00,0,0,0,6.66,1.09,0.74
19/11/2020 05:00,0,0,0,6.66,1.09,0.7
19/11/2020 06:00,0,0,0,6.65,1.08,0.63
19/11/2020 07:00,0,0,0,6.65,1.07,0.56
19/11/2020 08:00,0,0,0,6.65,1.06,0.45
19/11/2020 09:00,0,0,0,6.64,1.05,0.38
19/11/2020 10:00,0,0,0,6.64,1.05,0.34
19/11/2020 11:00,0,0,0,6.64,1.04,0.33
19/11/2020 12:00,0,0,0,6.63,1.03,0.37
19/11/2020 13:00,0,0,0,6.63,1.03,0.36
19/11/2020 14:00,0,0,0,6.63,1.03,0.31
19/11/2020 15:00,0,0,0,6.62,1.02,0.18
19/11/2020 16:00,0,0,0,6.62,1.02,-0.01
19/11/2020 17:00,0,0,0,6.62,1.02,-0.24
19/11/2020 18:00,0,0,0,6.61,1.01,-0.42
19/11/2020 19:00,0,0,0,6.61,1.01,-0.52
19/11/2020 20:00,0,0,0,6.61,1,-0.61
19/11/2020 21:00,0,0,0,6.61,1,-0.6
19/11/2020 22:00,0,0,0,6.61,0.99,-0.53
19/11/2020 23:00,0,0,0,6.6,0.98,-0.38
20/11/2020 00:00,0,0,0,6.6,0.97,-0.19
20/11/2020 01:00,0,0,0,6.6,0.96,0.01
20/11/2020 02:00,0,0,0,6.6,0.95,0.19
20/11/2020 03:00,0,0,0,6.59,0.94,0.35
20/11/2020 04:00,0,0,0,6.59,0.94,0.52
20/11/2020 05:00,0.2,0,0,6.59,0.93,0.59
20/11/2020 06:00,0.4,0,0,6.58,0.93,0.59
20/11/2020 07:00,0,0,0,6.58,0.92,0.53
20/11/2020 08:00,0,0,0,6.58,0.91,0.49
20/11/2020 09:00,0,0,0,6.58,0.91,0.4
20/11/2020 10:00,0,0,0,6.58,0.9,0.35
20/11/2020 11:00,0,0,0,6.58,0.9,0.31
20/11/2020 12:00,0,0,0,6.57,0.89,0.33
20/11/2020 13:00,0,0,0,6.57,0.89,0.32
20/11/2020 14:00,0,0,0,6.56,0.88,0.28
20/11/2020 15:00,0,0,0,6.56,0.88,0.23
20/11/2020 16:00,0,0,0,6.55,0.87,0.1
20/11/2020 17:00,0,0,0,6.55,0.87,-0.1
20/11/2020 18:00,0,0,0,6.55,0.86,-0.32
20/11/2020 19:00,0,0,0,6.55,0.86,-0.47
20/11/2020 20:00,0,0,0,6.56,0.86,-0.57
20/11/2020 21:00,0,0,0,6.57,0.85,-0.64
20/11/2020 22:00,0,0,0,6.59,0.85,-0.61
20/11/2020 23:00,0,0,0,6.61,0.85,-0.54
21/11/2020 00:00,0,0,0,6.62,0.84,-0.42
21/11/2020 01:00,0,0,0,6.63,0.84,-0.26
21/11/2020 02:00,0,0,0,6.63,0.84,-0.08
21/11/2020 03:00,0,0,0,6.63,0.84,0.09
21/11/2020 04:00,0,0,0,6.63,0.83,0.25
21/11/2020 05:00,0,0,0,6.62,0.83,0.41
21/11/2020 06:00,0,0,0,6.62,0.83,0.5
21/11/2020 07:00,0,0,0,6.61,0.82,0.52
21/11/2020 08:00,0,0,0,6.61,0.81,0.48
21/11/2020 09:00,0,0,0,6.6,0.81,0.46
21/11/2020 10:00,0,0,0,6.6,0.8,0.38
21/11/2020 11:00,0,0,0,6.6,0.79,0.35
21/11/2020 12:00,0,0,0,6.6,0.78,0.35
21/11/2020 13:00,0,0,0,6.6,0.77,0.37
21/11/2020 14:00,0,0,0,6.6,0.76,0.34
21/11/2020 15:00,0,0,0,6.59,0.75,0.3
21/11/2020 16:00,0,0,0,6.58,0.75,0.22
21/11/2020 17:00,0,0,0,6.58,0.74,0.08
21/11/2020 18:00,0,0,0,6.57,0.74,-0.07
21/11/2020 19:00,0,0,0,6.56,0.73,-0.28
21/11/2020 20:00,0,0,0,6.55,0.73,-0.44
21/11/2020 21:00,0,0,0,6.55,0.72,-0.52
21/11/2020 22:00,0,0,0,6.54,0.72,-0.56
21/11/2020 23:00,0,0,0,6.53,0.71,-0.54
22/11/2020 00:00,0,0,0,6.53,0.71,-0.49
22/11/2020 01:00,0,0,0,6.52,0.7,-0.38
22/11/2020 02:00,0,0.2,0,6.51,0.69,-0.23
22/11/2020 03:00,0,0,0,6.51,0.69,-0.08
22/11/2020 04:00,0,0,0,6.5,0.68,0.05
22/11/2020 05:00,0,0,0,6.5,0.67,0.22
22/11/2020 06:00,0,0,0,6.49,0.67,0.37
22/11/2020 07:00,0,0,0,6.49,0.66,0.44
22/11/2020 08:00,0,0,0,6.49,0.66,0.47
22/11/2020 09:00,0,0,0,6.48,0.65,0.43
22/11/2020 10:00,0,0,0,6.48,0.65,0.4
22/11/2020 11:00,0,0,0,6.48,0.65,0.37
22/11/2020 12:00,0,0,0,6.47,0.64,0.33
22/11/2020 13:00,0,0,0,6.47,0.64,0.32
22/11/2020 14:00,0,0,0,6.47,0.64,0.35
22/11/2020 15:00,0,0,0,6.47,0.63,0.36
22/11/2020 16:00,0,0,0,6.47,0.63,0.31
22/11/2020 17:00,0,0,0,6.46,0.63,0.22
22/11/2020 18:00,0,0,0,6.46,0.62,0.12
22/11/2020 19:00,0,0,0,6.46,0.62,-0.02
22/11/2020 20:00,0,0,0,6.46,0.62,-0.17
22/11/2020 21:00,0,0,0,6.45,0.61,-0.31
22/11/2020 22:00,0,0,0,6.45,0.61,-0.39
22/11/2020 23:00,0,0,0,6.45,0.6,-0.42
23/11/2020 00:00,0,0,0,6.44,0.6,-0.39
23/11/2020 01:00,1.4,8.6,0.6,6.44,0.59,-0.34
23/11/2020 02:00,1.8,0.2,3.2,6.44,0.58,-0.25
23/11/2020 03:00,0,0,0,6.44,0.58,-0.12
23/11/2020 04:00,0,0,0,6.43,0.57,0.02
23/11/2020 05:00,0,0,0,6.43,0.57,0.16
23/11/2020 06:00,0.2,0,0,6.43,0.56,0.32
23/11/2020 07:00,0,0,0,6.43,0.56,0.43
23/11/2020 08:00,0,0,0,6.43,0.56,0.47
23/11/2020 09:00,0,0,0,6.43,0.55,0.5
23/11/2020 10:00,0,0,0,6.43,0.55,0.5
23/11/2020 11:00,0,0,0,6.42,0.54,0.46
23/11/2020 12:00,0,0,0,6.42,0.54,0.41
23/11/2020 13:00,0,0,0,6.42,0.54,0.38
23/11/2020 14:00,0,0,0,6.42,0.54,0.36
23/11/2020 15:00,0,0,0,6.42,0.54,0.36
23/11/2020 16:00,0,0,0,6.41,0.54,0.39
23/11/2020 17:00,0,0,0,6.41,0.54,0.35
23/11/2020 18:00,0,0,0,6.41,0.53,0.29
23/11/2020 19:00,0,0,0,6.41,0.53,0.19
23/11/2020 20:00,1.8,0,0,6.41,0.52,0.08
23/11/2020 21:00,2.2,0.6,0,6.41,0.52,-0.07
23/11/2020 22:00,0.4,0,1.4,6.41,0.51,-0.17
23/11/2020 23:00,7.6,0.2,1.2,6.41,0.51,-0.24
24/11/2020 00:00,0.2,0,0.2,6.41,0.5,-0.29
24/11/2020 01:00,0,0,2.2,6.41,0.5,-0.29
24/11/2020 02:00,0,0,0.2,6.41,0.5,-0.25
24/11/2020 03:00,0,0,0,6.41,0.51,-0.16
24/11/2020 04:00,0,0,0,6.41,0.51,-0.06
24/11/2020 05:00,0,0,0,6.41,0.52,0.06
24/11/2020 06:00,0,0,0,6.41,0.53,0.19
24/11/2020 07:00,0,0,0,6.41,0.53,0.33
24/11/2020 08:00,0.2,0,0,6.41,0.53,0.43
24/11/2020 09:00,0,0,0,6.4,0.53,0.5
24/11/2020 10:00,0,0,0,6.4,0.53,0.49
24/11/2020 11:00,0.2,4.4,0,6.39,0.52,0.48
24/11/2020 12:00,0,0.2,4.4,6.39,0.52,0.43
24/11/2020 13:00,0.2,0,0,6.39,0.51,0.38
24/11/2020 14:00,4.8,0,0,6.39,0.51,0.38
24/11/2020 15:00,1.2,0,0,6.4,0.5,0.37
24/11/2020 16:00,0,0,0,6.4,0.5,0.37
24/11/2020 17:00,0,0,0,6.41,0.5,0.42
24/11/2020 18:00,0,0,2.2,6.42,0.49,0.4
24/11/2020 19:00,0,0,7,6.43,0.49,0.41
24/11/2020 20:00,0.6,0,0,6.44,0.49,0.36
24/11/2020 21:00,0.8,0.2,0,6.45,0.48,0.29
24/11/2020 22:00,1.2,0,0,6.45,0.48,0.17
24/11/2020 23:00,0,0,0,6.46,0.48,0.09
25/11/2020 00:00,0,0,4,6.46,0.47,0.01
25/11/2020 01:00,0.2,0,0,6.47,0.47,-0.04
25/11/2020 02:00,0,0.2,2.2,6.48,0.47,-0.02
25/11/2020 03:00,1.6,0,0,6.48,0.46,0
25/11/2020 04:00,0,0,0,6.48,0.46,0.1
25/11/2020 05:00,0,0,0,6.49,0.46,0.22
25/11/2020 06:00,0,0,0,6.49,0.45,0.32
25/11/2020 07:00,0,0,0,6.49,0.45,0.43
25/11/2020 08:00,0.4,0,0,6.49,0.45,0.55
25/11/2020 09:00,0,0,0.4,6.49,0.45,0.62
25/11/2020 10:00,0,0,5.2,6.49,0.44,0.64
25/11/2020 11:00,0,0,0.8,6.48,0.44,0.62
25/11/2020 12:00,0,0,0,6.48,0.44,0.54
25/11/2020 13:00,0,0,0,6.47,0.44,0.48
25/11/2020 14:00,0,0,0,6.46,0.44,0.42
25/11/2020 15:00,0,0,0,6.45,0.44,0.38
25/11/2020 16:00,0,0,0,6.45,0.44,0.37
25/11/2020 17:00,0,0,0,6.45,0.44,0.38
25/11/2020 18:00,0,0,0,6.45,0.44,0.42
25/11/2020 19:00,0,0,0,6.46,0.44,0.43
25/11/2020 20:00,0,0,0,6.48,0.44,0.42
25/11/2020 21:00,0,0,0,6.5,0.44,0.4
25/11/2020 22:00,0,0,0,6.52,0.44,0.34
25/11/2020 23:00,0.2,0.2,1.6,6.53,0.44,0.23
26/11/2020 00:00,9.6,0.4,0.4,6.53,0.43,0.12
26/11/2020 01:00,0.4,0,0.2,6.51,0.43,0.02
26/11/2020 02:00,0.4,2.2,0,6.47,0.42,-0.03
26/11/2020 03:00,2.8,3,0,6.42,0.42,-0.06
26/11/2020 04:00,0.6,0.2,0,6.38,0.42,-0.04
26/11/2020 05:00,0,0,0,6.38,0.42,0.05
26/11/2020 06:00,0,0,0,6.43,0.42,0.14
26/11/2020 07:00,0,0,0,6.55,0.43,0.27
26/11/2020 08:00,0,0,0,6.75,0.45,0.38
26/11/2020 09:00,0.2,0,0,7.01,0.47,0.48
26/11/2020 10:00,22.4,0.2,0,7.27,0.5,0.54
26/11/2020 11:00,6.8,0.4,0,7.5,0.53,0.54
26/11/2020 12:00,0.2,0,0,7.67,0.56,0.51
26/11/2020 13:00,0,0,0,7.75,0.6,0.4
26/11/2020 14:00,0,0,0,7.72,0.64,0.31
26/11/2020 15:00,7.2,2.8,2.4,7.63,0.67,0.29
26/11/2020 16:00,0,0,5,7.51,0.7,0.24
26/11/2020 17:00,0.6,0,0.2,7.41,0.73,0.25
26/11/2020 18:00,0.2,0,0,7.33,0.75,0.29
26/11/2020 19:00,11.4,0,0,7.27,0.77,0.36
26/11/2020 20:00,0,0,0,7.24,0.78,0.44
26/11/2020 21:00,0.2,0,0,7.22,0.78,0.48
26/11/2020 22:00,0,0,0,7.2,0.77,0.49
26/11/2020 23:00,0,0,0,7.18,0.77,0.42
27/11/2020 00:00,0,0,0,7.17,0.76,0.35
27/11/2020 01:00,0,0,0,7.15,0.75,0.23
27/11/2020 02:00,0,0,0,7.14,0.74,0.14
27/11/2020 03:00,0,0,0,7.13,0.74,0.06
27/11/2020 04:00,0,0,0,7.13,0.74,0.05
27/11/2020 05:00,0,0,0,7.12,0.74,0.08
27/11/2020 06:00,0,0,0,7.12,0.73,0.15
27/11/2020 07:00,0,0,0,7.11,0.73,0.29
